attendance_pct,mid1_avg,mid2_avg,assignment_rate,prev_sgpa,classes_missed_streak,low_att_subjects,failing_subjects,credits,theory_count,lab_count,sgpa,Risk_Status
62.0,0.8830164938060112,0.9302089090510801,0.97,7.0,2,3,0,18,4,2,6.844006495675998,At-Risk
82.0,0.8285906975550785,0.8980839924923986,0.74,5.525,1,1,0,9,2,1,4.9968360003471295,At-Risk
63.0,0.8488430617934563,0.8604408250165287,0.75,5.949999999999999,6,3,1,15,3,2,5.420748139502093,At-Risk
97.0,0.9889233289997705,0.9866552803631573,0.81,8.924999999999999,0,0,0,18,4,2,8.46470855299706,Safe
91.0,0.6285684140594985,0.6288220777638612,0.5,8.575000000000001,1,1,2,15,3,2,8.328754804583168,Safe
86.0,0.6972175858805879,0.6846486080458338,0.97,7.975,2,1,1,9,2,1,7.782602232913467,Safe
93.0,0.7709448152205355,0.7446204889675639,0.68,9.475,1,1,1,18,4,2,9.61931607544919,Safe
86.0,0.6170739004816286,0.6953071941523187,0.7,7.925,1,1,1,9,2,1,7.47939152597905,Safe
99.0,0.8620077895802646,0.8443930494007197,0.59,7.325,0,0,1,18,4,2,7.484816337958739,Warning
89.0,0.9449680614520106,0.8219324758252696,0.69,6.7,2,1,0,15,3,2,6.942500645761614,Warning
97.0,0.8228561113109458,0.7918279902078834,0.9,9.7,0,0,1,12,2,2,9.466088908583867,Safe
81.0,0.7541809144784231,0.7821967420543098,0.9,5.425,4,1,1,15,3,2,5.022637713790809,At-Risk
65.0,0.8968479922318633,0.8668533782229081,0.97,9.65,3,3,0,15,3,2,9.692539515989996,At-Risk
81.0,0.7942041984697398,0.7275134647645032,0.7,9.125,2,1,1,12,2,2,9.023541268494778,Warning
65.0,0.7767458859791841,0.8269577130502598,0.85,5.6499999999999995,6,2,1,12,2,2,5.760175914636772,At-Risk
84.0,0.707153899984702,0.8438747734855849,0.75,7.824999999999999,2,1,2,18,4,2,8.609933218129983,Warning
79.0,0.9945838144420435,0.9650396853837705,0.9,9.325,3,2,0,18,4,2,9.359318524213856,Warning
85.0,0.8795499761247975,0.7915998529385433,0.86,7.8500000000000005,1,1,1,9,2,1,7.530384719359935,Safe
60.0,0.9515640059558099,0.895855177944758,0.68,9.525,7,2,0,9,2,1,9.079555194028972,At-Risk
68.0,0.8830391238388681,0.9937438209574093,0.67,9.725,4,2,0,15,3,2,9.298899184339207,At-Risk
80.0,0.7215393812074392,0.7047017910437732,0.63,7.1,4,1,1,12,2,2,6.368616846444439,Warning
98.0,0.7895631715701782,0.7330403996674874,0.79,6.875,0,0,1,9,2,1,7.341371804172789,Warning
75.0,0.987777256356118,0.9148628238908985,0.98,9.675,4,2,0,15,3,2,8.558360590322119,Warning
77.0,0.7210412881077355,0.6973335695870644,0.6,8.375,4,1,1,12,2,2,8.619052408859654,Warning
89.0,0.9087170511668091,0.9241335157997397,0.55,5.575,2,1,0,18,4,2,5.140968046662385,At-Risk
84.0,0.9206832512996985,1.0,0.56,5.2,2,1,0,15,3,2,4.943797392687941,At-Risk
72.0,0.7891896687959665,0.8651539636558016,0.89,7.824999999999999,5,3,1,18,4,2,7.376006179227805,At-Risk
76.0,0.93762629111971,0.8843823248936856,0.68,9.65,3,1,0,9,2,1,10.0,Warning
69.0,0.9898120014285412,0.9074094365542228,0.61,9.225,6,1,0,9,2,1,9.233157800842887,At-Risk
99.0,0.9343994939209832,0.8598404595651671,0.68,8.375,0,0,0,12,2,2,8.770189262521427,Safe
65.0,0.8081766448946012,0.802155488857358,0.82,5.699999999999999,7,3,1,15,3,2,6.3502634292980025,At-Risk
75.0,0.6390818012523817,0.6171081401493599,0.77,6.2749999999999995,3,2,2,18,4,2,6.356702737011202,Warning
61.0,0.7287440122697437,0.7519760043204686,0.87,9.375,5,2,1,12,2,2,8.777188114572393,At-Risk
69.0,0.8880697802754207,1.0,0.67,5.925000000000001,6,1,0,9,2,1,5.814678624942115,At-Risk
91.0,0.8569018283232985,0.7949376454182844,0.73,6.4,1,0,1,9,2,1,6.028875993216899,Warning
68.0,0.8982086980445024,0.8624104474952408,0.55,5.6499999999999995,3,2,0,15,3,2,5.39824791905635,At-Risk
63.0,0.8212321827907003,0.7216821201897228,0.54,8.375,2,3,2,18,4,2,8.327688103675355,At-Risk
79.0,0.7230127447955128,0.9114222854598378,0.73,9.725,3,2,1,15,3,2,9.657922178953868,Warning
60.0,0.7160951252187613,0.6806635205268883,0.65,6.35,3,4,2,18,4,2,6.556054580510143,At-Risk
63.0,0.9043523534119086,0.8280861010841317,0.81,7.375,6,3,1,18,4,2,7.653652146890243,At-Risk
92.0,0.8030496324767066,0.8639614467287602,0.52,8.175,1,1,1,15,3,2,8.107927411866772,Safe
91.0,0.6865880388267752,0.6485927957230504,0.56,10.0,1,1,1,12,2,2,10.0,Safe
97.0,0.6176215542699555,0.8106648888108774,0.93,5.525,0,0,1,15,3,2,5.250320072532279,At-Risk
94.0,0.8880164056081244,0.9530024032857325,0.78,7.5,1,0,1,15,3,2,8.157389912798251,Safe
87.0,0.8108556285755872,0.7706339052170623,0.86,6.925,2,1,1,9,2,1,6.642244355891177,Warning
62.0,0.7598947022370758,0.7500508180867556,0.92,9.325,4,2,1,9,2,1,9.923593242311213,At-Risk
91.0,0.9610864890863177,0.9903927755263702,0.73,7.375,1,1,0,15,3,2,6.636966454114139,Warning
94.0,0.8455753198553405,0.9286386837561109,0.88,5.550000000000001,0,0,1,15,3,2,5.3597963712945775,At-Risk
92.0,0.9579121478207732,1.0,0.76,8.175,1,0,0,9,2,1,8.009510913193198,Safe
80.0,0.8167701058851036,0.7286821672504562,0.61,8.85,1,2,1,18,4,2,8.989495897374237,Warning
69.0,0.8064375554829842,0.7578225083841269,0.67,5.0249999999999995,5,2,1,15,3,2,5.4559084016094115,At-Risk
94.0,0.9325119898116482,1.0,0.75,9.3,1,0,0,12,2,2,8.675302398470237,Safe
89.0,0.8356633716556678,0.793261233394673,0.66,5.925000000000001,2,1,1,12,2,2,5.371008478978547,At-Risk
99.0,0.8878538774674021,0.8628175768379002,0.67,7.75,0,0,0,12,2,2,7.049045966141881,Safe
66.0,0.7494322495266444,0.6532438710325323,0.67,7.075,3,3,1,15,3,2,7.735092098599209,At-Risk
69.0,0.7438973453061324,0.8001799532796731,0.56,8.6,5,3,1,18,4,2,8.74880247139856,At-Risk
68.0,0.6326168926701116,0.7521262459621573,0.54,6.8500000000000005,5,3,2,18,4,2,6.307814395771439,At-Risk
92.0,0.6623945923433922,0.6286233542872864,0.52,9.350000000000001,0,0,1,9,2,1,9.128452563021966,Safe
67.0,0.526824252593394,0.6012109728336379,0.56,8.65,2,2,2,15,3,2,9.240880697830747,At-Risk
63.0,0.6308060138532288,0.6866110277707714,0.67,8.25,2,3,2,18,4,2,8.110940384844382,At-Risk
100.0,1.0,0.9870179304377142,0.8,8.975,0,0,0,15,3,2,8.806405931104413,Safe
61.0,0.6972556728321231,0.7196185898124867,0.59,8.774999999999999,4,2,1,9,2,1,8.384351646588469,At-Risk
93.0,0.8532706433312427,0.811880323592656,0.94,5.175,1,0,0,9,2,1,4.662503843090619,At-Risk
75.0,0.8652314628974792,0.9574153548603823,0.9,6.975,4,1,0,9,2,1,7.5666619052215776,Warning
94.0,0.798967733861732,0.8106427867497725,0.76,9.65,1,0,1,12,2,2,10.0,Safe
82.0,0.6438642741736614,0.710286499783993,0.86,5.625,2,1,2,15,3,2,5.132402798606326,At-Risk
96.0,0.850886136538919,0.9503693025782375,0.68,8.675,1,0,0,9,2,1,9.37747116460906,Safe
97.0,0.8319357144166996,0.9694781821009306,0.52,9.875,0,0,1,15,3,2,9.631305291854947,Safe
60.0,0.9132025428407269,0.9219816586606788,0.95,5.25,8,2,0,12,2,2,5.516823997684444,At-Risk
63.0,1.0,0.9242898158291082,0.56,8.4,7,2,0,12,2,2,9.105106902407204,At-Risk
70.0,0.998728890641592,0.9997192150788667,0.97,7.35,4,1,0,9,2,1,7.277461702148184,At-Risk
87.0,0.8418775195361383,0.8113416853594656,0.79,7.9,2,1,1,9,2,1,7.736029039866321,Safe
96.0,0.7332777042116916,0.7539241921730846,0.65,5.425,1,0,2,18,4,2,5.825540481894093,At-Risk
78.0,0.763061439235048,0.8442299294930486,0.75,5.225,4,2,1,15,3,2,4.670023581481875,At-Risk
84.0,0.6256743062275392,0.6354230488134807,0.75,8.325,1,1,1,9,2,1,8.898530688920214,Warning
68.0,0.9620115104970514,1.0,0.51,9.125,4,3,0,18,4,2,9.196404696221292,At-Risk
92.0,0.7711621056242643,0.597672871736018,0.68,8.9,1,1,2,15,3,2,8.611124745922911,Safe
99.0,0.7213819517609439,0.7879939280564523,0.87,7.725,0,0,1,9,2,1,7.422916198342072,Safe
71.0,0.9410773671166806,0.9918557533669932,0.76,5.5,4,3,0,18,4,2,4.808268744085817,At-Risk
80.0,0.837264411514738,0.8330965736504461,0.62,8.45,3,2,1,18,4,2,8.181913916688005,Warning
63.0,0.6985660981190234,0.6509072550495703,0.67,6.2,6,3,1,15,3,2,6.067981119002799,At-Risk
82.0,0.8461411407257511,0.7586089006452784,0.93,9.549999999999999,3,2,1,18,4,2,9.019353234144258,Warning
80.0,0.9795966516343387,1.0,0.76,9.200000000000001,4,1,0,15,3,2,9.177267511935499,Warning
66.0,0.7755515973521523,0.7348565968850559,0.76,8.55,6,3,1,15,3,2,8.786458542262748,At-Risk
78.0,0.902530627260263,0.8980348883852545,0.98,9.75,3,2,0,15,3,2,9.643263932000291,Warning
73.0,0.705139715546805,0.6097612539385892,0.66,5.15,3,2,1,12,2,2,5.481362913259634,At-Risk
81.0,0.8409074468603859,0.9530310013252276,0.74,8.675,4,2,1,18,4,2,8.271430008510332,Warning
83.0,0.9683428546900136,0.966336678410069,0.91,6.65,3,1,0,15,3,2,7.151691382109971,Warning
60.0,0.7825227812904989,0.6610533950415152,0.88,9.525,4,2,1,9,2,1,9.58590735288743,At-Risk
90.0,0.7224731837434656,0.7536587794092656,0.63,6.324999999999999,2,1,1,12,2,2,7.097628584877371,Warning
89.0,0.6376851135198613,0.6464120925478088,0.58,8.625,2,1,1,12,2,2,9.832108656119367,Safe
75.0,0.887982568254382,0.8368794907750748,0.85,9.399999999999999,3,2,1,18,4,2,9.164878203848358,Warning
62.0,0.7888262172941901,0.8947687844734722,0.63,5.2,6,3,1,15,3,2,4.9854680615492715,At-Risk
90.0,0.7764668284466935,0.8378839765394331,0.96,7.0,2,1,1,18,4,2,6.876878939025641,Warning
98.0,0.6824281487403014,0.7398579260412749,0.56,8.8,0,0,1,12,2,2,9.097851125087757,Safe
70.0,0.6318848143136948,0.7610658025961227,0.66,7.275,5,2,2,15,3,2,7.937984985237545,At-Risk
73.0,0.6406796215317591,0.666915544907398,0.53,6.324999999999999,4,1,1,9,2,1,5.998595757915098,At-Risk
67.0,0.6830287882883099,0.7074189843640977,0.85,6.1,2,2,1,15,3,2,6.290622133239036,At-Risk
83.0,0.901496720250877,0.8441865045168305,0.95,5.6499999999999995,3,1,1,12,2,2,5.582036355072116,At-Risk
66.0,0.9038373353831881,0.9417902196804542,0.82,9.275,6,2,0,9,2,1,9.584054551270295,At-Risk
74.0,0.8508969241897162,0.8218149069634936,0.97,7.875,1,2,1,15,3,2,8.629728846703845,At-Risk
88.0,0.8146758608684835,0.7902179640860801,0.56,5.375,1,1,1,9,2,1,5.254835881283492,At-Risk
82.0,0.9194567841783022,0.9220480104420099,0.54,6.925,1,1,0,9,2,1,6.090066166663134,Warning
75.0,0.8993729967302064,0.9473839694230782,0.92,6.8500000000000005,2,2,0,12,2,2,7.221950838440147,Warning
77.0,1.0,0.9487691351350803,0.93,5.8999999999999995,3,1,0,9,2,1,5.483647390697273,At-Risk
82.0,0.7306258382719386,0.821057982793642,0.92,7.175000000000001,2,2,1,18,4,2,7.103442131518112,Warning
60.0,0.7132316929266153,0.7181643935773072,0.9,6.65,6,2,1,12,2,2,7.043515418435807,At-Risk
63.0,0.6339941397124211,0.6080547513147961,0.68,6.7,3,3,2,18,4,2,6.848697426765554,At-Risk
95.0,0.9290911435888656,0.9193346900737638,0.61,8.7,1,0,0,9,2,1,8.649139987223476,Safe
63.0,0.5871524644560959,0.6252548171688738,0.96,6.125,4,3,2,18,4,2,5.83705914377084,At-Risk
88.0,0.6549771693457862,0.7645648648728622,0.65,8.2,2,1,1,15,3,2,6.7500531098625,Safe
97.0,0.8390970782808448,0.7457010159876625,0.7,7.8500000000000005,1,0,1,9,2,1,8.199160407878102,Safe
71.0,0.8408492336616593,0.8323189789773205,0.85,7.8500000000000005,5,2,1,15,3,2,7.723524150387118,At-Risk
75.0,0.8525246425172938,0.9369464499529142,0.65,8.325,2,2,1,18,4,2,9.081668139177863,Warning
83.0,0.6843224104748489,0.6169834337697213,0.91,7.75,3,1,2,15,3,2,7.949014014980935,Warning
95.0,0.7179987639210754,0.7181127514737574,0.54,9.399999999999999,1,0,1,9,2,1,9.129437313732577,Safe
98.0,0.8586126848580502,0.8726953924829457,0.9,8.375,0,0,1,15,3,2,8.90843504418802,Safe
90.0,1.0,0.9969790890969799,0.8,7.725,1,1,0,18,4,2,8.300564702979095,Safe
63.0,0.8552824290986815,0.9085315049636778,0.79,9.15,4,3,1,18,4,2,9.040484092823762,At-Risk
87.0,1.0,0.9934593565073833,0.73,8.025,2,1,0,18,4,2,8.621822432786614,Safe
76.0,0.9286916460455894,0.9367360734280885,0.64,6.45,2,1,0,9,2,1,6.172345972306976,Warning
79.0,0.7774348251398676,0.8924849920978113,0.73,6.025,3,2,1,18,4,2,6.1048238847039515,At-Risk
62.0,0.7098276804316915,0.6974909328464257,0.73,5.75,6,2,1,9,2,1,6.03570419385939,At-Risk
68.0,0.8182659164886339,0.8549371172690728,0.79,9.5,3,2,1,15,3,2,9.892390792007095,At-Risk
92.0,0.8883542301871227,0.8826286850601367,0.64,8.55,1,1,1,18,4,2,8.860760924307947,Safe
78.0,0.8989297789503702,0.9359940967447608,0.54,9.675,2,2,1,15,3,2,9.508671409718415,Warning
72.0,0.7549658840824144,0.7893683126808713,0.57,8.025,5,2,1,12,2,2,8.571848820345721,At-Risk
75.0,0.859168806462216,0.7622735347664679,0.85,7.375,2,2,1,15,3,2,7.312786338446791,Warning
94.0,0.754639046346825,0.7893540334643487,0.51,5.300000000000001,1,0,1,12,2,2,5.015486318862404,At-Risk
90.0,0.8491030079997245,0.80198094180232,0.93,8.35,2,1,1,15,3,2,8.072831016343335,Safe
71.0,0.7738396491326974,0.5703665226992982,0.85,7.9,2,1,1,9,2,1,8.869994195738167,At-Risk
65.0,0.9097305941998565,0.9643710838575211,0.88,9.95,2,3,0,15,3,2,9.579008285954027,At-Risk
70.0,0.6363131917821255,0.6472335907023039,0.92,6.2,5,1,1,9,2,1,6.845817613380223,At-Risk
97.0,0.5895242785187238,0.6294733358847919,0.56,7.65,0,0,1,9,2,1,7.082266652094916,Safe
83.0,0.7332094857517281,0.7905990165284508,0.91,8.25,2,2,1,18,4,2,8.493952722537093,Warning
81.0,0.8591449145292948,0.8725249839889533,0.75,8.225,2,1,0,9,2,1,8.373541725745417,Warning
84.0,0.7920575987408323,0.810472590856952,0.94,7.800000000000001,2,1,1,12,2,2,8.610613439863116,Warning
75.0,0.7248345399665009,0.6892256814715078,0.94,8.875,3,2,2,18,4,2,8.547799052415742,Warning
92.0,0.8643591624518011,0.8486552899088041,0.51,6.025,1,1,1,18,4,2,5.5596678910198065,At-Risk
81.0,0.7396500945938954,0.7260226661208042,0.69,8.625,3,1,1,15,3,2,8.566744810826508,Warning
65.0,1.0,1.0,0.76,8.100000000000001,3,2,0,9,2,1,8.932400914620228,At-Risk
65.0,0.9557671583381023,0.9997683742006528,0.84,9.475,5,2,0,9,2,1,9.032920760028116,At-Risk
81.0,0.9370084583294809,0.7542280648977702,0.64,9.225,2,1,1,12,2,2,7.930791683897899,Warning
97.0,0.7622833673882503,0.7852991058087516,0.63,6.574999999999999,1,0,1,15,3,2,6.604883918686641,Warning
72.0,0.8521421221791858,0.8682018277442977,0.69,6.375,2,2,1,15,3,2,6.849761458980504,At-Risk
95.0,0.5614553750969444,0.6554028899140573,0.75,9.9,0,0,2,18,4,2,9.39309703368007,Safe
91.0,0.8141236207621593,0.8083643656700671,0.98,7.625,1,1,1,18,4,2,8.048966086676632,Safe
70.0,0.7238268607337074,0.8269091838397561,0.88,9.525,2,3,2,18,4,2,9.007044507493772,At-Risk
61.0,1.0,0.9568267008814073,0.71,5.825,4,2,0,12,2,2,5.751720732154161,At-Risk
64.0,0.6286618812286773,0.5875341601940901,0.53,8.225,4,2,2,12,2,2,8.601341157643029,At-Risk
89.0,0.8173585543671563,0.8200290197056134,0.58,9.05,1,1,1,18,4,2,8.456267299130781,Safe
68.0,0.8536603140965796,0.8808410108582861,0.73,9.725,6,2,1,15,3,2,9.815756665753776,At-Risk
75.0,0.7182576387657068,0.8339970950971025,0.91,6.675,4,2,1,12,2,2,7.282486755646119,Warning
80.0,0.611674252396649,0.5531844695781706,0.69,8.625,1,1,2,15,3,2,8.861967049605676,Warning
89.0,1.0,0.9363158790426824,0.77,7.7,1,1,0,15,3,2,7.339686971204617,Safe
65.0,0.8177046872065102,0.7536098539210404,0.95,5.300000000000001,2,2,1,9,2,1,6.059359176358398,At-Risk
76.0,0.7837130610644005,0.8935153795986788,0.96,8.45,4,2,1,18,4,2,8.779196255961244,Warning
79.0,0.703659046292559,0.7805306686290963,0.61,8.45,3,1,1,9,2,1,7.5197760000378455,Warning
82.0,0.8122658689864418,0.7877775390731263,0.52,9.65,3,2,1,18,4,2,10.0,Warning
93.0,0.7278071281899434,0.7635589138404995,0.65,7.4750000000000005,1,1,1,18,4,2,7.189312873791362,Warning
67.0,0.6376862552972764,0.6335026081556591,0.85,6.15,6,2,2,15,3,2,6.248281773821232,At-Risk
92.0,0.6449104359223,0.7000939151304095,0.98,5.225,1,1,2,18,4,2,5.729002002146629,At-Risk
88.0,0.8778514851084689,0.8886323432904714,0.54,7.075,1,1,0,15,3,2,6.800197707667583,Warning
82.0,0.7138893680174141,0.7079184491367392,0.51,6.5,1,1,2,15,3,2,5.677203692979093,Warning
88.0,0.7060392263184117,0.7267598814891214,0.94,8.8,1,1,2,18,4,2,9.552772595952915,Safe
76.0,0.8561525621587639,0.8270547084969924,0.87,6.775,5,2,1,15,3,2,7.357291735600974,Warning
66.0,0.9596901026017451,0.9164790808299372,1.0,9.75,3,3,0,15,3,2,9.706371993408528,At-Risk
87.0,0.5561165316021455,0.6750523046283571,0.7,9.8,2,1,2,15,3,2,10.0,Safe
81.0,0.7841087480042438,0.6958383853500381,0.71,8.100000000000001,2,1,1,12,2,2,7.915306633968159,Warning
86.0,0.673751763360433,0.6818937659765454,0.59,9.65,1,1,2,15,3,2,9.698485088380425,Safe
74.0,0.6406892975456104,0.5822962158436288,0.56,8.8,2,2,2,12,2,2,8.72785602868163,At-Risk
96.0,0.6467523843153024,0.5294683551571772,0.79,7.725,0,0,2,12,2,2,7.560527957321349,Safe
83.0,1.0,0.9595601299762491,0.68,5.8999999999999995,2,1,0,15,3,2,6.079651290042877,At-Risk
63.0,0.6755445255346584,0.7156829272581479,0.54,7.3,3,3,2,15,3,2,6.695910588177206,At-Risk
78.0,0.6747782820090299,0.6111275742686154,0.94,7.800000000000001,4,1,2,12,2,2,7.674209584617211,Warning
90.0,0.8227000881746601,0.822643727360147,0.6,9.325,2,1,1,12,2,2,9.482239736241702,Safe
92.0,0.9705695625652898,1.0,0.87,7.4,1,1,0,15,3,2,8.319050353980819,Warning
80.0,0.6892365377679827,0.7707457226792023,0.64,9.5,2,1,1,15,3,2,8.916232892343652,Warning
96.0,0.8069484610246633,0.8509982264685697,0.91,8.375,1,0,1,18,4,2,8.635276528866214,Safe
71.0,0.5773587392731214,0.6531063745535945,0.56,5.675,2,2,2,12,2,2,5.99007438821393,At-Risk
76.0,0.7681590696629996,0.7837716819450796,0.88,9.975000000000001,1,1,1,12,2,2,9.036640634658633,Warning
96.0,0.8067318226085448,0.7509017094051416,0.55,7.625,0,0,1,18,4,2,7.830266007204626,Safe
96.0,0.8320937069693161,0.8156968755935026,0.72,6.949999999999999,0,0,1,12,2,2,7.390142539491889,Warning
87.0,0.8487329283336754,0.6908376702341904,0.87,8.299999999999999,1,1,1,9,2,1,8.594326339691216,Safe
94.0,0.6326367403704125,0.8345471358748907,0.59,5.550000000000001,1,0,1,12,2,2,5.508036372563663,At-Risk
64.0,0.6773130095187256,0.6342057093783832,0.64,8.175,6,3,2,18,4,2,8.341620018261215,At-Risk
95.0,0.6663642064405174,0.7531602403392242,0.93,7.5,1,0,1,9,2,1,7.584922348624515,Safe
73.0,0.6164034067105283,0.6675742688020234,0.94,7.025,2,2,2,15,3,2,6.180271330842403,At-Risk
67.0,0.9614475298483683,0.9091801223186227,0.52,9.775,3,3,1,18,4,2,9.871660162377234,At-Risk
70.0,0.9902140009547731,1.0,0.58,7.625,4,3,0,18,4,2,7.441464797009163,At-Risk
77.0,0.9341127611035347,0.9568675319132773,0.56,6.1,2,2,0,15,3,2,5.747588914501009,At-Risk
70.0,0.9102348145370015,0.9557303727618621,0.59,7.3,5,3,0,18,4,2,8.542484976793327,At-Risk
73.0,0.8739798874467337,0.8028764707150976,0.99,9.6,4,2,1,12,2,2,10.0,At-Risk
65.0,0.8434816684141432,0.8139988744389647,0.78,5.875,2,3,1,15,3,2,5.299913969842806,At-Risk
72.0,0.7248229294790989,0.6834115454547358,0.73,6.075,5,3,2,18,4,2,6.24831809828292,At-Risk
83.0,0.8542785919951906,0.8501481601475793,0.99,5.074999999999999,2,1,1,15,3,2,5.8040126377821615,At-Risk
78.0,0.7494199826197092,0.760534888774137,0.78,5.074999999999999,3,2,1,15,3,2,4.326900422961998,At-Risk
74.0,0.9001972044662663,0.7583789510063071,0.83,9.15,4,2,1,15,3,2,9.188491570703578,At-Risk
90.0,0.9346959511159005,0.8326841268164084,0.67,8.65,2,0,0,9,2,1,8.712036362859747,Safe
96.0,0.6117428706671196,0.7088447213685652,0.69,6.775,0,0,2,18,4,2,6.1377535587504894,Warning
90.0,0.7363227157384714,0.6517639812984499,0.8,8.5,1,0,1,9,2,1,8.689775152306115,Safe
73.0,0.9369106767615806,1.0,0.53,6.975,2,2,0,18,4,2,7.533123195259062,At-Risk
90.0,0.6646216667398112,0.6261219876467251,0.63,9.775,1,1,2,12,2,2,10.0,Safe
66.0,0.754373963078365,0.7211224250267535,0.6,9.825000000000001,6,2,1,12,2,2,9.700317949187028,At-Risk
65.0,0.959263177926655,0.9495395461475068,0.51,6.975,7,2,0,12,2,2,8.225822517567556,At-Risk
74.0,0.869249363949023,0.806392179720471,0.77,9.275,2,2,1,18,4,2,8.246016623301623,At-Risk
92.0,0.8622877597085061,0.8349587255209591,0.78,8.875,1,1,1,15,3,2,9.05310835490723,Safe
70.0,0.6399851796472111,0.7670225223011572,0.69,6.550000000000001,3,2,2,15,3,2,5.843852840035073,At-Risk
63.0,0.7202749382079525,0.6432413765177127,0.63,6.15,6,2,1,9,2,1,6.19509131874845,At-Risk
65.0,0.9172527344419521,0.9467513039573708,0.83,7.3,7,2,0,9,2,1,7.039046624947485,At-Risk
94.0,0.7913335383713145,0.815993360221668,0.57,8.9,0,0,1,12,2,2,9.153438728195281,Safe
85.0,0.8942727120140548,0.8395670038225233,0.76,9.8,3,1,1,9,2,1,9.736559642948903,Safe
70.0,0.6602490855480478,0.6506598314118844,0.88,8.825,3,3,2,18,4,2,8.412007910986741,At-Risk
